type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
SKIN,2021-10-03T03:32:30,2021-10-03T09:21,348,33.9817816091954,7.232978723404813,54.64127868169453,0.9441396784378958,1.5856741717732523
SKIN,2021-10-04T02:39,2021-10-04T07:07,268,33.941138059701494,-5.446235632183743,87.43715506547596,0.9166921410535882,1.5778265399360614
SKIN,2021-10-05T00:28,2021-10-05T07:02:30,395,34.51278481012658,217.77336539286262,310.3218820873881,0.9243346397439252,1.5947578549996646
SKIN,2021-10-06T01:58,2021-10-06T07:08,310,34.062290322580644,17.210503881324257,266.4383623995818,0.9208618674203345,1.604803519737797
SKIN,2021-10-06T17:56,2021-10-07T01:12,121,25.688719008264464,-1006.4844807430954,8463.94624443553,1.9865139121520214,1.9355845391836586
SKIN,2021-10-08T23:51:30,2021-10-09T07:13:30,442,32.64429864253393,-582.1852468262132,1551.3336462037405,1.99191795420965,1.957073227400352
SKIN,2021-10-10T00:16,2021-10-10T09:13,537,34.45198324022347,239.07813091700518,293.8022481990047,2.000152575030634,1.9266310402328577
SKIN,2021-10-11T04:00:30,2021-10-11T10:59:30,415,34.77973493975904,304.08771175329275,467.2556490105344,2.0169959032485445,1.9430127298193482
SKIN,2021-10-11T19:52,2021-10-12T01:09:30,278,25.75660071942446,-2297.781696869649,19101.277156813536,2.615284580051689,2.4857897466976824
SKIN,2021-10-13T00:55,2021-10-13T07:01:30,367,34.61453678474114,202.68673112559918,673.0225331727415,2.5738308569883093,2.199534827258794
SKIN,2021-10-14T00:47:30,2021-10-14T07:09,381,33.776811023622045,-93.41795506236122,1157.511787344003,2.5696760636031026,2.2125450814212475
SKIN,2021-10-17T02:34:30,2021-10-17T10:03,448,34.251049107142855,84.57892518874178,213.3141019778559,2.7024464474157024,2.255237739759272
SKIN,2021-10-18T01:59,2021-10-18T06:50:30,292,34.470393835616434,119.16622580645162,200.13548509578686,2.6451900310062375,2.218542517814698
SKIN,2021-10-19T01:28,2021-10-19T06:56:30,329,34.735075987841945,190.29566381048426,184.86572876921855,2.59684142230508,2.179064484311859
SKIN,2021-10-21T01:56,2021-10-21T07:11,312,34.20065705128205,-7.861160714286598,182.228760329308,2.600620308200858,2.1821678212568547
SKIN,2021-10-24T00:59,2021-10-24T08:12:30,434,34.64836405529954,172.43468750000102,244.01151740376372,2.667847315366719,2.2001855183070775
SKIN,2021-10-27T01:03:30,2021-10-27T07:16,369,34.73139566395664,147.88093283582202,264.8646163857775,2.8181084476159968,2.3141962552799
SKIN,2021-10-28T01:33,2021-10-28T06:59,326,34.82866564417178,122.7984636871497,131.42901505809277,2.828814332824628,2.3011991716491167
SKIN,2021-11-01T02:09:30,2021-11-01T06:41,271,34.235,-4.349308035714785,142.97065251076128,2.7462154905057456,2.238438522306397
