type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
SKIN,2021-08-01T03:44,2021-08-01T09:00:30,314,33.937165605095544,0.0,295.88617738860194,0.5452518022376293,0.9075460165947837
SKIN,2021-08-03T03:52:30,2021-08-03T10:37:30,405,34.20746913580247,106.54396496815389,146.3983135089511,0.5545621457912059,0.9100447692517206
SKIN,2021-08-04T09:33,2021-08-04T12:38,185,33.987,3.6680536755047797,62.33808766363654,0.553680719604766,0.9123694381370112
SKIN,2021-08-06T02:56,2021-08-06T07:49:30,294,34.0081462585034,16.615888888889458,146.14153873652685,0.5683607320663575,0.9275852417069789
SKIN,2021-08-07T03:19,2021-08-07T08:43,324,34.51921296296296,178.86105076142303,193.14917887176853,0.5641011796962054,0.9204937482483347
SKIN,2021-08-08T03:12:30,2021-08-08T10:51:30,459,33.78273420479303,-84.65726142131643,375.64745002496056,0.5557980244173091,0.9270191412120257
SKIN,2021-08-09T03:58:30,2021-08-09T07:53,233,34.700944206008586,167.34723350253898,271.9245397466002,0.5593926478790124,0.9313481051630603
SKIN,2021-08-10T02:56,2021-08-10T07:40:30,281,36.19886120996441,621.5329999999994,1568.6190190000925,0.7179780201723538,1.033194699471914
SKIN,2021-08-13T03:20,2021-08-13T07:44,264,33.892215909090915,-26.127588957055195,297.2079775747843,0.7354398830489478,1.0502091001494052
SKIN,2021-08-15T04:44:30,2021-08-15T10:45:30,361,34.34351800554016,124.88610034013436,275.48238866531756,0.734021365125409,1.0344922104466039
SKIN,2021-08-16T03:34,2021-08-16T08:52:30,319,34.266018808777424,82.26134353741509,134.51083633408416,0.7154674962213405,1.0191513955849423
SKIN,2021-08-17T03:44,2021-08-17T08:45:30,302,34.022980132450336,2.239914965985008,116.33263118902687,0.6997072102479497,1.0066137095969565
SKIN,2021-08-18T02:45,2021-08-18T08:33:30,349,34.43147564469914,125.51372619262656,143.93744358955882,0.6978493437783467,0.9987300459098252
SKIN,2021-08-19T04:15,2021-08-19T10:53,398,33.90561557788945,-46.71109271523346,199.9756507728016,0.6855620127306606,0.9879230102292202
SKIN,2021-08-20T07:08:30,2021-08-20T12:19:30,311,34.23099678456592,64.69317880794551,131.78189946711063,0.6851159425898095,0.9958388513682386
SKIN,2021-08-21T03:06:30,2021-08-21T09:32,377,34.24389920424403,48.510312934346075,119.53701183281373,0.6700572916789413,0.9796727924054177
SKIN,2021-08-23T02:54:30,2021-08-23T11:56,541,34.02553604436229,-98.42580246913712,322.89705506758764,0.658763411431091,0.955257121818907
SKIN,2021-08-24T02:55,2021-08-24T06:48,233,34.392660944206014,37.6677491961409,58.99292523402255,0.6532459089437236,0.9328976791261376
SKIN,2021-08-26T03:20:30,2021-08-26T08:05:30,285,34.584526315789475,100.75591639871345,105.43390294502024,0.655885662280165,0.9341807532844909
SKIN,2021-08-27T04:39,2021-08-27T09:48:30,310,34.42958064516129,61.56099678456485,75.55281588749494,0.6561997079022617,0.9228483089659659
SKIN,2021-08-28T03:12:30,2021-08-28T11:51,517,33.46924564796905,-381.661543209877,1004.5687714028172,0.5592950391290074,0.9154716040625255
SKIN,2021-08-29T03:08,2021-08-29T08:40:30,332,33.04268072289157,-386.70975308641937,910.9670037112664,0.57092587293516,0.9485190602699017
SKIN,2021-08-30T05:11,2021-08-30T11:16,365,34.3246301369863,34.17617363343925,290.34395477862563,0.5688774872161327,0.9616678723561516
SKIN,2021-08-31T02:32:30,2021-08-31T08:01:30,329,34.32177811550152,25.622161803714334,116.29601086769253,0.5659819468058555,0.948306472044662
SKIN,2021-09-01T03:20,2021-09-01T10:22,422,33.98888625592417,-104.8930536388998,151.27552630729042,0.5557579032166983,0.9349824723128525
