type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
SKIN,2021-04-01T02:30,2021-04-01T06:44:30,255,34.260137254901956,12.55586874207438,57.00790486217011,0.7515972773916614,1.564174743032502
SKIN,2021-04-02T01:57,2021-04-02T06:57:30,290,34.22934482758621,5.349419353733538,330.0638023704523,0.7506457015708741,1.5519940299239274
SKIN,2021-04-04T02:07,2021-04-04T09:31,444,34.117578828828826,-41.54460422163538,310.89800634002313,0.7650787214551461,1.51618356468476
SKIN,2021-04-05T02:35,2021-04-05T07:44:30,310,34.411741935483874,56.54310344827354,311.61690789542627,0.7683573720315546,1.5033444257330986
SKIN,2021-04-06T02:27,2021-04-06T06:41:30,255,34.39958823529412,43.41206896551739,244.54820032115094,0.7668492911021748,1.5183016376099665
SKIN,2021-04-07T02:03:30,2021-04-07T06:52:30,286,33.910716783216785,-85.9232585751979,452.6279363258509,0.7623895627456075,1.5277249056383155
SKIN,2021-04-08T05:30:30,2021-04-08T10:00,269,34.309312267657994,26.406253298153388,678.350254695979,0.7606994817540688,1.5445682764513697
SKIN,2021-04-09T03:14:30,2021-04-09T08:13:30,299,34.58016722408027,104.89589655172313,258.06127144943457,0.7681393700066556,1.5350201071358
SKIN,2021-04-10T05:24:30,2021-04-10T10:33,302,34.46844370860927,71.47071428571326,261.35473443882074,0.7724967969888804,1.5394637207886168
SKIN,2021-04-11T02:55,2021-04-11T08:07,312,34.28802884615384,8.70217647058962,195.26563028956298,0.7737381342297031,1.5391259523407834
SKIN,2021-04-12T03:23:30,2021-04-12T10:58,454,33.566398678414096,-314.95731372548835,1224.8940753174247,0.7589206847341892,1.5319783837523875
SKIN,2021-04-13T03:38:30,2021-04-13T08:47:30,309,34.39982200647249,43.13493197278876,195.85849678399973,0.757450149299569,1.523129311098957
SKIN,2021-04-14T03:12:30,2021-04-14T11:16:30,484,34.27978305785124,5.796980582526885,1020.2366340057924,0.7566047454115395,1.5295103100626732
SKIN,2021-04-15T04:17,2021-04-15T10:30,362,34.32017955801105,14.623533057851091,402.5778528843075,0.3196870304503513,1.046649511012477
SKIN,2021-04-16T04:32:30,2021-04-16T10:18:30,344,33.930872093023254,-120.02537190082694,461.61425668594893,0.3256377548088209,1.0598544108021768
SKIN,2021-04-17T05:47:30,2021-04-17T11:51:30,364,34.29629120879121,3.007500000001528,532.2087421874749,0.32034916434226546,1.0741175632657223
SKIN,2021-04-18T05:08,2021-04-18T12:25:30,438,34.32458904109589,12.394450549449175,413.3386621103855,0.32047018491256163,1.0838722393491815
SKIN,2021-04-19T02:47,2021-04-19T08:49,362,34.33733425414365,10.14395910780513,250.01720644021407,0.3208056628176207,1.0873067944897254
SKIN,2021-04-21T03:59,2021-04-21T07:13:30,195,33.99671794871795,-59.68633895379753,217.22617029584944,0.3267938964475395,1.0866884167195616
SKIN,2021-04-22T04:24:30,2021-04-22T07:44:30,200,33.853475,-88.56324175824193,492.3809488287079,0.3291250964106171,1.0995053502159575
SKIN,2021-04-23T04:12,2021-04-23T07:42:30,197,34.409467005076145,22.29563186813175,388.68104492587736,0.3161723197443979,1.1092652018463667
SKIN,2021-04-24T05:22,2021-04-24T11:54,392,33.13609693877551,-454.7961538461532,645.057770033949,0.3782773877417916,1.1151899855401344
SKIN,2021-04-25T00:51:30,2021-04-25T09:25,365,33.30486301369863,-360.3634100274721,4464.803011744283,0.40651166485780377,1.2877734646366055
SKIN,2021-04-27T03:18,2021-04-27T10:03:30,406,33.903103448275864,-152.93192148760318,472.04867613269016,0.3900486338614647,1.3140882053223464
SKIN,2021-04-28T02:50,2021-04-28T11:57:30,532,34.542622180451126,139.83041322313875,425.33052018261515,0.39538948783666017,1.3105479263864672
SKIN,2021-04-29T04:54:30,2021-04-29T10:04:30,309,33.63558252427185,-199.0579648760322,724.8164923321456,0.40501543461965095,1.3231228908472807
SKIN,2021-04-30T03:01,2021-04-30T10:53,472,34.096514830508475,-86.50260330578567,616.5595706647728,0.3671861723720899,1.3117007433162005
