recorded_time,temperature
2020-12-18T00:00,-1.2602487562188998
2020-12-18T00:01,-1.310248756218904
2020-12-18T00:02,-1.3652487562189037
2020-12-18T00:03,-1.425248756218899
2020-12-18T00:04,-1.4502487562189046
2020-12-18T00:05,-1.5002487562189017
2020-12-18T00:06,-1.540248756218901
2020-12-18T00:07,-1.5802487562189
2020-12-18T00:08,-1.6302487562189043
2020-12-18T00:09,-1.675248756218899
2020-12-18T00:10,-1.695248756218902
2020-12-18T00:11,-1.7302487562189057
2020-12-18T00:12,-1.7602487562188998
2020-12-18T00:13,-1.800248756218899
2020-12-18T00:14,-1.8502487562189032
2020-12-18T00:15,-1.8802487562189043
2020-12-18T00:16,-1.9402487562188995
2020-12-18T00:17,-1.9602487562189026
2020-12-18T00:18,-1.9752487562189032
2020-12-18T00:19,-2.0102487562188998
2020-12-18T00:20,-2.060248756218904
2020-12-18T00:21,-2.110248756218901
2020-12-18T00:22,-2.1452487562189013
2020-12-18T00:23,-2.195248756218902
2020-12-18T00:24,-2.225248756218903
2020-12-18T00:25,-2.2602487562189033
2020-12-18T00:26,-2.3452487562189006
2020-12-18T00:27,-2.440248756218903
2020-12-18T00:28,-2.660248756218902
2020-12-18T00:29,-2.7502487562189017
2020-12-18T00:30,-2.820248756218902
2020-12-18T00:31,-2.825248756218901
2020-12-18T00:32,-2.8402487562189016
2020-12-18T00:33,-2.8702487562189027
2020-12-18T00:34,-2.9202487562189035
2020-12-18T00:35,-2.9552487562189036
2020-12-18T00:36,-2.9902487562189037
2020-12-18T00:37,-3.035248756218902
2020-12-18T00:38,-3.030248756218903
2020-12-18T00:39,-3.060248756218904
2020-12-18T00:40,-3.110248756218901
2020-12-18T00:41,-3.1202487562189027
2020-12-18T00:42,-3.155248756218903
2020-12-18T00:43,-3.195248756218902
2020-12-18T00:44,-3.230248756218902
2020-12-18T00:45,-3.280248756218903
2020-12-18T00:46,-3.3402487562189016
2020-12-18T00:47,-3.3852487562189033
2020-12-18T00:48,-3.4302487562189015
2020-12-18T00:49,-3.450248756218901
2020-12-18T00:50,-3.5152487562189023
2020-12-18T00:51,-3.6302487562189008
2020-12-18T00:52,-3.7402487562189037
2020-12-18T00:53,-3.825248756218901
2020-12-18T00:54,-3.8952487562189013
2020-12-18T00:55,-3.935248756218904
2020-12-18T00:56,-3.975248756218903
2020-12-18T00:57,-4.000248756218902
2020-12-18T00:58,-4.065248756218903
2020-12-18T00:59,-4.080248756218904
2020-12-18T01:00,-4.095248756218901
2020-12-18T01:01,-4.060248756218904
2020-12-18T01:02,-3.9902487562189037
2020-12-18T01:03,-3.975248756218903
2020-12-18T01:04,-3.9702487562189006
2020-12-18T01:05,-3.945248756218902
2020-12-18T01:06,-3.9602487562189026
2020-12-18T01:07,-3.950248756218901
2020-12-18T01:08,-3.9552487562189036
2020-12-18T01:09,-3.9202487562189035
2020-12-18T01:10,-3.9202487562189035
2020-12-18T01:11,-3.9202487562189035
2020-12-18T01:12,-3.910248756218902
2020-12-18T01:13,-3.9252487562189025
2020-12-18T01:14,-3.935248756218904
2020-12-18T01:15,-3.9252487562189025
2020-12-18T01:16,-3.935248756218904
2020-12-18T01:17,-3.9652487562189016
2020-12-18T01:18,-3.9202487562189035
2020-12-18T01:19,-3.8802487562189008
2020-12-18T01:20,-3.8752487562189017
2020-12-18T01:21,-3.8802487562189008
2020-12-18T01:22,-3.8952487562189013
2020-12-18T01:23,-3.900248756218904
2020-12-18T01:24,-3.900248756218904
2020-12-18T01:25,-3.8952487562189013
2020-12-18T01:26,-3.8902487562189023
2020-12-18T01:27,-3.8902487562189023
2020-12-18T01:28,-3.8952487562189013
2020-12-18T01:29,-3.8902487562189023
2020-12-18T01:30,-3.900248756218904
2020-12-18T01:31,-3.9252487562189025
2020-12-18T01:32,-3.910248756218902
2020-12-18T01:33,-3.910248756218902
2020-12-18T01:34,-3.915248756218901
2020-12-18T01:35,-3.950248756218901
2020-12-18T01:36,-3.980248756218902
2020-12-18T01:37,-3.985248756218901
2020-12-18T01:38,-4.005248756218901
2020-12-18T01:39,-4.015248756218902
2020-12-18T01:40,-4.030248756218903
2020-12-18T01:41,-4.015248756218902
2020-12-18T01:42,-4.015248756218902
2020-12-18T01:43,-4.0552487562189015
2020-12-18T01:44,-4.0452487562189035
2020-12-18T01:45,-4.100248756218903
2020-12-18T01:46,-4.135248756218903
2020-12-18T01:47,-4.125248756218902
2020-12-18T01:48,-4.125248756218902
2020-12-18T01:49,-4.130248756218901
2020-12-18T01:50,-4.070248756218902
2020-12-18T01:51,-4.065248756218903
2020-12-18T01:52,-4.065248756218903
2020-12-18T01:53,-4.060248756218904
2020-12-18T01:54,-4.0502487562189025
2020-12-18T01:55,-4.030248756218903
2020-12-18T01:56,-4.005248756218901
2020-12-18T01:57,-3.9902487562189037
2020-12-18T01:58,-3.9902487562189037
2020-12-18T01:59,-4.005248756218901
2020-12-18T02:00,-3.9902487562189037
2020-12-18T02:01,-3.9902487562189037
2020-12-18T02:02,-3.975248756218903
2020-12-18T02:03,-3.985248756218901
2020-12-18T02:04,-3.9702487562189006
2020-12-18T02:05,-3.9652487562189016
2020-12-18T02:06,-3.975248756218903
2020-12-18T02:07,-3.9552487562189036
2020-12-18T02:08,-3.9602487562189026
2020-12-18T02:09,-3.980248756218902
2020-12-18T02:10,-4.020248756218901
2020-12-18T02:11,-4.060248756218904
2020-12-18T02:12,-4.080248756218904
2020-12-18T02:13,-4.145248756218901
2020-12-18T02:14,-4.160248756218902
2020-12-18T02:15,-4.230248756218902
2020-12-18T02:16,-4.280248756218903
2020-12-18T02:17,-4.320248756218902
2020-12-18T02:18,-4.340248756218902
2020-12-18T02:19,-4.350248756218903
2020-12-18T02:20,-4.365248756218904
2020-12-18T02:21,-4.380248756218901
2020-12-18T02:22,-4.350248756218903
2020-12-18T02:23,-4.395248756218901
2020-12-18T02:24,-4.385248756218903
2020-12-18T02:25,-4.450248756218901
2020-12-18T02:26,-4.490248756218904
2020-12-18T02:27,-4.465248756218902
2020-12-18T02:28,-4.470248756218901
2020-12-18T02:29,-4.445248756218902
2020-12-18T02:30,-4.455248756218904
2020-12-18T02:31,-4.470248756218901
2020-12-18T02:32,-4.475248756218903
2020-12-18T02:33,-4.500248756218902
2020-12-18T02:34,-4.505248756218901
2020-12-18T02:35,-4.520248756218901
2020-12-18T02:36,-4.5452487562189035
2020-12-18T02:37,-4.5552487562189015
2020-12-18T02:38,-4.600248756218903
2020-12-18T02:39,-4.620248756218903
2020-12-18T02:40,-4.645248756218901
2020-12-18T02:41,-4.615248756218904
2020-12-18T02:42,-4.590248756218902
2020-12-18T02:43,-4.665248756218901
2020-12-18T02:44,-4.655248756218903
2020-12-18T02:45,-4.655248756218903
2020-12-18T02:46,-4.650248756218904
2020-12-18T02:47,-4.595248756218901
2020-12-18T02:48,-4.5502487562189025
2020-12-18T02:49,-4.530248756218903
2020-12-18T02:50,-4.500248756218902
2020-12-18T02:51,-4.445248756218902
2020-12-18T02:52,-4.4202487562189035
2020-12-18T02:53,-4.385248756218903
2020-12-18T02:54,-4.385248756218903
2020-12-18T02:55,-4.385248756218903
2020-12-18T02:56,-4.390248756218902
2020-12-18T02:57,-4.365248756218904
2020-12-18T02:58,-4.380248756218901
2020-12-18T02:59,-4.375248756218902
2020-12-18T03:00,-4.370248756218903
2020-12-18T03:01,-4.365248756218904
2020-12-18T03:02,-4.335248756218903
2020-12-18T03:03,-4.320248756218902
2020-12-18T03:04,-4.320248756218902
2020-12-18T03:05,-4.3052487562189015
2020-12-18T03:06,-4.3002487562189025
2020-12-18T03:07,-4.3052487562189015
2020-12-18T03:08,-4.285248756218902
2020-12-18T03:09,-4.270248756218901
2020-12-18T03:10,-4.275248756218904
2020-12-18T03:11,-4.265248756218902
2020-12-18T03:12,-4.275248756218904
2020-12-18T03:13,-4.275248756218904
2020-12-18T03:14,-4.275248756218904
2020-12-18T03:15,-4.285248756218902
2020-12-18T03:16,-4.280248756218903
2020-12-18T03:17,-4.315248756218903
2020-12-18T03:18,-4.330248756218904
2020-12-18T03:19,-4.340248756218902
2020-12-18T03:20,-4.335248756218903
2020-12-18T03:21,-4.315248756218903
2020-12-18T03:22,-4.320248756218902
2020-12-18T03:23,-4.355248756218902
2020-12-18T03:24,-4.395248756218901
2020-12-18T03:25,-4.4202487562189035
2020-12-18T03:26,-4.4302487562189015
2020-12-18T03:27,-4.410248756218902
2020-12-18T03:28,-4.395248756218901
2020-12-18T03:29,-4.365248756218904
2020-12-18T03:30,-4.345248756218901
2020-12-18T03:31,-4.390248756218902
2020-12-18T03:32,-4.385248756218903
2020-12-18T03:33,-4.410248756218902
2020-12-18T03:34,-4.4252487562189025
2020-12-18T03:35,-4.410248756218902
2020-12-18T03:36,-4.450248756218901
2020-12-18T03:37,-4.485248756218901
2020-12-18T03:38,-4.525248756218904
2020-12-18T03:39,-4.565248756218903
2020-12-18T03:40,-4.605248756218902
2020-12-18T03:41,-4.610248756218901
2020-12-18T03:42,-4.620248756218903
2020-12-18T03:43,-4.655248756218903
2020-12-18T03:44,-4.705248756218904
2020-12-18T03:45,-4.650248756218904
