type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
SKIN,2021-09-01T03:20,2021-09-01T10:22,422,33.98888625592417,-104.8930536388998,151.27552630729042,0.5557579032166983,0.9349824723128525
SKIN,2021-09-02T02:24:30,2021-09-02T08:17:30,353,33.67389518413598,-198.93414202495478,377.6836639184039,0.5669120862231742,0.9554735985524517
SKIN,2021-09-03T03:42:30,2021-09-03T07:34:30,232,33.76534482758621,-109.5279347019532,192.80985724169295,0.5723036514028361,0.9616045022006815
SKIN,2021-09-04T01:19,2021-09-04T08:21,422,32.83370853080569,-589.6556430868168,959.815424998058,0.622486729673963,0.9951023913185385
SKIN,2021-09-05T03:17:30,2021-09-05T11:11,473,34.17754756871036,-25.281479099679927,201.1338804133702,0.621959187349578,0.9879097842820337
SKIN,2021-09-06T02:02:30,2021-09-06T10:46,523,33.532160611854685,-337.5373784355179,692.1888800021261,0.628361010720138,1.0008979215044158
SKIN,2021-09-07T02:30:30,2021-09-07T07:06:30,276,33.566648550724636,-168.60812896405878,136.89721531793475,0.6344107423745396,0.9966292551760529
SKIN,2021-09-09T01:47,2021-09-09T07:17:30,331,34.14244712990937,19.34878465804104,161.22411153407302,0.4457928487628197,0.8894778047241029
SKIN,2021-09-10T04:15,2021-09-10T07:23,188,33.94021276595745,-16.040776340110824,60.993993114854675,0.4364932117945908,0.8839370545138088
SKIN,2021-09-10T22:25:30,2021-09-11T05:01,395,33.337696202531646,-271.1919449204943,217.73925668292213,0.4459463650594844,0.872335835043652
SKIN,2021-09-12T01:33,2021-09-12T09:51:30,499,34.03176352705411,1.553756931607495,347.924136093352,0.44597334922601556,0.8659331630416792
SKIN,2021-09-12T21:02,2021-09-13T07:12,547,30.81471663619744,-1756.3182162661724,13069.206846779678,0.7471476189383177,1.3848966380419878
SKIN,2021-09-14T02:20,2021-09-14T06:37,257,34.16188715953307,35.04223659889067,71.3650077660568,0.7433029911036796,1.3816506849996304
SKIN,2021-09-15T02:30:30,2021-09-15T07:02,271,34.074391143911434,13.239731977819247,54.130202962551266,0.7399783071000651,1.3797872996142149
SKIN,2021-09-16T01:51,2021-09-16T06:34:30,284,33.72183098591549,-86.2522365988898,395.43638844485395,0.7392598978430391,1.3885808545180514
SKIN,2021-09-17T03:50:30,2021-09-17T07:22:30,212,33.6177358490566,-78.68388625592434,96.35986960539594,0.72994128942691,1.3893235194433375
SKIN,2021-09-21T02:17:30,2021-09-21T08:03:30,346,33.80734104046243,-45.97361702127637,255.51724757801276,0.7472699033456692,1.4279627606325167
SKIN,2021-09-23T03:11,2021-09-23T09:36,380,34.43160526315789,211.97477678022187,493.95291287102737,0.7625980503354024,1.4717899561978371
SKIN,2021-09-24T02:49:30,2021-09-24T07:20,270,33.85505555555556,-1.8189894035458565E-12,167.2051241666777,0.7468878805851356,1.4579011768060293
SKIN,2021-09-25T02:25:30,2021-09-25T10:15:30,470,34.06222340425532,97.36888888888825,269.16940478398465,0.7295558826135996,1.4504829977399252
SKIN,2021-09-26T01:20:30,2021-09-26T08:57:30,455,33.504274725274726,-137.89517341040664,443.14179274707567,0.7156605915922795,1.4470968399325683
SKIN,2021-09-27T01:57:30,2021-09-27T06:43,285,34.269140350877194,118.01416666666591,238.45843643508852,0.7233135002343333,1.4516339582771824
SKIN,2021-09-28T02:30,2021-09-28T06:59:30,268,34.33063432835821,104.63297872340445,229.40786319610197,0.7189163997053064,1.445067928873094
SKIN,2021-09-29T01:54:30,2021-09-29T05:56:30,239,36.428640167364016,594.7341489361697,1529.9127858193824,0.8893240913250858,1.5173625784658038
