recorded_time,temperature
2021-02-22T00:00,-1.127849150189597
2021-02-22T00:01,-1.2028491501895928
2021-02-22T00:02,-1.2128491501895908
2021-02-22T00:03,-1.222849150189596
2021-02-22T00:04,-1.2178491501895934
2021-02-22T00:05,-1.2128491501895908
2021-02-22T00:06,-1.2178491501895934
2021-02-22T00:07,-1.2278491501895914
2021-02-22T00:08,-1.272849150189593
2021-02-22T00:09,-1.232849150189594
2021-02-22T00:10,-1.2578491501895925
2021-02-22T00:11,-1.222849150189596
2021-02-22T00:12,-1.3178491501895948
2021-02-22T00:13,-1.2928491501895962
2021-02-22T00:14,-1.3328491501895954
2021-02-22T00:15,-1.472849150189596
2021-02-22T00:16,-1.6928491501895948
2021-02-22T00:17,-1.8278491501895928
2021-02-22T00:18,-1.972849150189596
2021-02-22T00:43,-4.042849150189593
2021-02-22T00:44,-4.2428491501895955
2021-02-22T00:45,-4.452849150189593
2021-02-22T00:46,-4.692849150189595
2021-02-22T00:47,-4.922849150189595
2021-02-22T00:48,-5.157849150189595
2021-02-22T00:49,-5.3728491501895945
2021-02-22T00:50,-5.597849150189596
2021-02-22T00:51,-2.947849150189594
2021-02-22T00:52,-2.6578491501895947
2021-02-22T00:53,-2.222849150189596
2021-02-22T00:54,-1.7128491501895908
2021-02-22T00:55,-1.262849150189595
2021-02-22T00:56,-0.9528491501895928
2021-02-22T00:57,-0.6478491501895931
2021-02-22T00:58,-0.39284915018959765
2021-02-22T00:59,-0.1478491501895931
2021-02-22T01:00,0.002150849810405475
2021-02-22T01:01,0.1571508498104066
2021-02-22T01:02,0.2921508498104046
2021-02-22T01:03,0.4071508498104066
2021-02-22T01:04,0.5021508498104055
2021-02-22T01:05,0.5921508498104089
2021-02-22T01:06,0.6721508498104072
2021-02-22T01:07,0.7421508498104075
2021-02-22T01:08,0.8121508498104077
2021-02-22T01:09,0.882150849810408
2021-02-22T01:10,0.9271508498104026
2021-02-22T01:11,0.9671508498104089
2021-02-22T01:12,0.9821508498104023
2021-02-22T01:13,1.007150849810408
2021-02-22T01:14,1.0471508498104072
2021-02-22T01:15,1.1171508498104075
2021-02-22T01:16,1.1471508498104086
2021-02-22T01:17,1.1721508498104072
2021-02-22T01:18,1.2171508498104089
2021-02-22T01:19,1.2521508498104055
2021-02-22T01:20,1.2821508498104066
2021-02-22T01:21,1.247150849810403
2021-02-22T01:22,1.1571508498104066
2021-02-22T01:23,1.0771508498104083
2021-02-22T01:24,1.027150849810404
2021-02-22T01:25,0.9771508498104069
2021-02-22T01:26,0.9521508498104083
2021-02-22T01:27,0.9271508498104026
2021-02-22T01:28,0.882150849810408
2021-02-22T01:29,0.8671508498104075
2021-02-22T01:30,0.8371508498104063
2021-02-22T01:31,0.8471508498104043
2021-02-22T01:32,0.8321508498104038
2021-02-22T01:33,0.8371508498104063
2021-02-22T01:34,0.8471508498104043
2021-02-22T01:35,0.8571508498104023
2021-02-22T01:36,0.8721508498104029
2021-02-22T01:37,0.8771508498104055
2021-02-22T01:38,0.8571508498104023
2021-02-22T01:39,0.9121508498104092
2021-02-22T01:40,0.9621508498104063
2021-02-22T01:41,1.0421508498104046
2021-02-22T01:42,1.122150849810403
2021-02-22T01:43,1.1721508498104072
2021-02-22T01:44,1.227150849810407
2021-02-22T01:45,1.2721508498104086
2021-02-22T01:46,1.3371508498104063
2021-02-22T01:47,1.3221508498104058
2021-02-22T01:48,1.0921508498104089
2021-02-22T01:49,0.8371508498104063
2021-02-22T01:50,0.6371508498104035
2021-02-22T01:51,0.45715084981040377
2021-02-22T01:52,0.3071508498104052
2021-02-22T01:53,0.18715084981040775
2021-02-22T01:54,0.0671508498104032
2021-02-22T01:55,-0.007849150189592535
2021-02-22T01:56,-0.11284915018959651
2021-02-22T01:57,-0.1828491501895968
2021-02-22T01:58,-0.2528491501895971
2021-02-22T01:59,-0.28784915018959367
2021-02-22T02:00,-0.2978491501895917
2021-02-22T02:01,-0.33784915018959083
2021-02-22T02:02,-0.38284915018959254
2021-02-22T02:03,-0.40284915018959566
2021-02-22T02:04,-0.41284915018959367
2021-02-22T02:05,-0.4228491501895917
2021-02-22T02:06,-0.4678491501895934
2021-02-22T02:07,-0.4578491501895954
2021-02-22T02:08,-0.5028491501895971
2021-02-22T02:09,-0.5028491501895971
2021-02-22T02:10,-0.5478491501895917
2021-02-22T02:11,-0.5678491501895948
2021-02-22T02:12,-0.6378491501895951
2021-02-22T02:13,-0.6878491501895923
2021-02-22T02:14,-0.6728491501895917
2021-02-22T02:15,-0.6528491501895957
2021-02-22T02:16,-0.6428491501895977
2021-02-22T02:17,-0.6228491501895945
2021-02-22T02:18,-0.6378491501895951
2021-02-22T02:19,-0.6028491501895914
2021-02-22T02:20,-0.5728491501895974
2021-02-22T02:21,-0.5578491501895968
2021-02-22T02:22,-0.5628491501895923
2021-02-22T02:23,-0.5528491501895942
