session_id,timestamp,valid_data,activation,scl_avg
a9e33120-6777-11eb-8080-808080808080,1612504921,false,false,0.0
a9e33120-6777-11eb-8080-808080808080,1612504921,false,false,0.0
a9e33120-6777-11eb-8080-808080808080,1612504921,false,false,0.0
a9e33120-6777-11eb-8080-808080808080,1612504921,false,false,0.0
a9e33120-6777-11eb-8080-808080808080,1612504921,false,false,0.0
a9e33120-6777-11eb-8080-808080808080,1612504926,false,false,0.0
a9e33120-6777-11eb-8080-808080808080,1612504926,false,false,0.0
a9e33120-6777-11eb-8080-808080808080,1612504926,false,false,0.0
a9e33120-6777-11eb-8080-808080808080,1612504926,false,false,0.0
a9e33120-6777-11eb-8080-808080808080,1612504926,false,false,76.19143676757812
a9e33120-6777-11eb-8080-808080808080,1612504931,false,false,13.52556324005127
a9e33120-6777-11eb-8080-808080808080,1612504931,false,false,6.783696174621582
a9e33120-6777-11eb-8080-808080808080,1612504931,true,false,5.51437520980835
a9e33120-6777-11eb-8080-808080808080,1612504931,true,false,5.037301063537598
a9e33120-6777-11eb-8080-808080808080,1612504931,true,false,4.9830732345581055
a9e33120-6777-11eb-8080-808080808080,1612504936,true,false,5.06470251083374
a9e33120-6777-11eb-8080-808080808080,1612504936,true,false,5.122827529907227
a9e33120-6777-11eb-8080-808080808080,1612504936,true,false,5.159011363983154
a9e33120-6777-11eb-8080-808080808080,1612504936,true,false,5.201212406158447
a9e33120-6777-11eb-8080-808080808080,1612504936,true,false,5.259059906005859
a9e33120-6777-11eb-8080-808080808080,1612504941,true,false,5.311043739318848
a9e33120-6777-11eb-8080-808080808080,1612504941,true,false,5.371158599853516
a9e33120-6777-11eb-8080-808080808080,1612504941,true,false,5.408389568328857
a9e33120-6777-11eb-8080-808080808080,1612504941,true,false,5.4024882316589355
a9e33120-6777-11eb-8080-808080808080,1612504941,true,false,5.396020889282227
a9e33120-6777-11eb-8080-808080808080,1612504946,true,false,5.417707920074463
a9e33120-6777-11eb-8080-808080808080,1612504946,true,false,5.436154365539551
a9e33120-6777-11eb-8080-808080808080,1612504946,true,false,5.504269599914551
a9e33120-6777-11eb-8080-808080808080,1612504946,true,false,5.648828983306885
a9e33120-6777-11eb-8080-808080808080,1612504946,true,false,5.671441555023193
a9e33120-6777-11eb-8080-808080808080,1612504951,true,false,5.663334846496582
a9e33120-6777-11eb-8080-808080808080,1612504951,true,true,5.70426082611084
a9e33120-6777-11eb-8080-808080808080,1612504951,true,false,5.726694583892822
a9e33120-6777-11eb-8080-808080808080,1612504951,true,false,5.734532356262207
a9e33120-6777-11eb-8080-808080808080,1612504951,true,false,5.754141807556152
a9e33120-6777-11eb-8080-808080808080,1612504956,true,false,5.758431434631348
a9e33120-6777-11eb-8080-808080808080,1612504956,true,false,5.775649547576904
a9e33120-6777-11eb-8080-808080808080,1612504956,true,false,5.8435821533203125
a9e33120-6777-11eb-8080-808080808080,1612504956,true,false,5.8333024978637695
a9e33120-6777-11eb-8080-808080808080,1612504956,true,true,5.771678924560547
a9e33120-6777-11eb-8080-808080808080,1612504961,true,false,5.808243274688721
a9e33120-6777-11eb-8080-808080808080,1612504961,true,false,5.763247013092041
a9e33120-6777-11eb-8080-808080808080,1612504961,true,false,5.687132358551025
a9e33120-6777-11eb-8080-808080808080,1612504961,true,false,5.6899094581604
a9e33120-6777-11eb-8080-808080808080,1612504961,true,false,5.698923587799072
a9e33120-6777-11eb-8080-808080808080,1612504966,true,false,5.7042927742004395
a9e33120-6777-11eb-8080-808080808080,1612504966,true,false,5.721668243408203
a9e33120-6777-11eb-8080-808080808080,1612504966,true,false,5.7338409423828125
a9e33120-6777-11eb-8080-808080808080,1612504966,true,false,5.7390546798706055
a9e33120-6777-11eb-8080-808080808080,1612504966,true,false,5.7583818435668945
a9e33120-6777-11eb-8080-808080808080,1612504971,true,false,5.767579078674316
a9e33120-6777-11eb-8080-808080808080,1612504971,true,false,5.767697811126709
a9e33120-6777-11eb-8080-808080808080,1612504971,true,false,5.781163692474365
a9e33120-6777-11eb-8080-808080808080,1612504971,true,false,5.796607971191406
a9e33120-6777-11eb-8080-808080808080,1612504971,true,false,5.803821086883545
a9e33120-6777-11eb-8080-808080808080,1612504976,true,false,5.818177223205566
a9e33120-6777-11eb-8080-808080808080,1612504976,true,false,5.835660934448242
