timestamp,bucket_values
2020-11-14T12:24:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.016, 0.107, 0.212, 0.232, 0.181, 0.164, 0.07, 0.014, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-15T08:53:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.003, 0.002, 0.002, 0.006, 0.048, 0.115, 0.197, 0.271, 0.248, 0.093, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-16T09:31:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.01, 0.064, 0.084, 0.097, 0.164, 0.2, 0.188, 0.123, 0.05, 0.011, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-17T10:39:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.012, 0.081, 0.143, 0.158, 0.157, 0.138, 0.105, 0.081, 0.063, 0.039, 0.015, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-18T12:29:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-19T09:03:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.008, 0.015, 0.065, 0.104, 0.151, 0.208, 0.194, 0.135, 0.074, 0.029, 0.009, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-21T10:19:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.006, 0.007, 0.031, 0.124, 0.203, 0.23, 0.221, 0.123, 0.041, 0.008, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-23T06:55:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.007, 0.02, 0.055, 0.07, 0.065, 0.093, 0.132, 0.177, 0.18, 0.129, 0.053, 0.014, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-24T07:07:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.009, 0.047, 0.07, 0.089, 0.167, 0.239, 0.218, 0.117, 0.033, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-25T06:50:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.003, 0.008, 0.008, 0.037, 0.12, 0.189, 0.217, 0.175, 0.111, 0.079, 0.038, 0.01, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-25T13:31:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-26T07:04:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.006, 0.009, 0.035, 0.094, 0.11, 0.164, 0.226, 0.21, 0.102, 0.033, 0.008, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-27T06:51:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.008, 0.019, 0.084, 0.137, 0.173, 0.21, 0.199, 0.117, 0.037, 0.008, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-27T11:31:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-28T12:28:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.008, 0.023, 0.093, 0.231, 0.273, 0.203, 0.118, 0.04, 0.007, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-29T07:29:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.01, 0.035, 0.095, 0.216, 0.182, 0.14, 0.142, 0.094, 0.051, 0.024, 0.009, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-11-30T10:31:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.009, 0.021, 0.119, 0.181, 0.212, 0.206, 0.14, 0.074, 0.026, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
