timestamp,bucket_values
2021-05-02T07:28:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.006, 0.032, 0.101, 0.143, 0.127, 0.1, 0.102, 0.111, 0.109, 0.088, 0.053, 0.016, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-03T07:50:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.007, 0.013, 0.042, 0.115, 0.176, 0.172, 0.16, 0.141, 0.095, 0.051, 0.017, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-04T07:58:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.005, 0.013, 0.044, 0.059, 0.068, 0.111, 0.177, 0.201, 0.162, 0.099, 0.041, 0.014, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-04T09:59:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.005, 0.013, 0.044, 0.059, 0.068, 0.111, 0.177, 0.201, 0.162, 0.099, 0.041, 0.014, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-05T10:45:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.033, 0.046, 0.069, 0.108, 0.172, 0.214, 0.199, 0.124, 0.03, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-06T08:09:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.002, 0.003, 0.004, 0.008, 0.047, 0.154, 0.271, 0.279, 0.169, 0.05, 0.008, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-07T08:08:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.008, 0.022, 0.074, 0.173, 0.236, 0.211, 0.152, 0.08, 0.031, 0.007, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-07T11:11:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.008, 0.022, 0.074, 0.173, 0.236, 0.211, 0.152, 0.08, 0.031, 0.007, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-08T07:46:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.005, 0.008, 0.022, 0.044, 0.102, 0.184, 0.225, 0.216, 0.136, 0.044, 0.009, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-08T10:31:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.005, 0.008, 0.022, 0.044, 0.102, 0.184, 0.225, 0.216, 0.136, 0.044, 0.009, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-09T03:22:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.01, 0.022, 0.106, 0.249, 0.245, 0.164, 0.1, 0.053, 0.029, 0.013, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-09T08:36:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.003, 0.019, 0.092, 0.199, 0.268, 0.216, 0.14, 0.045, 0.012, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-10T07:36:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.006, 0.015, 0.091, 0.179, 0.14, 0.135, 0.12, 0.107, 0.096, 0.067, 0.032, 0.007, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-12T09:13:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.005, 0.008, 0.014, 0.041, 0.104, 0.175, 0.212, 0.199, 0.147, 0.07, 0.018, 0.005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-14T09:31:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.026, 0.075, 0.119, 0.138, 0.184, 0.185, 0.139, 0.085, 0.033, 0.011, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-15T08:19:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.004, 0.007, 0.014, 0.042, 0.149, 0.21, 0.216, 0.197, 0.109, 0.039, 0.01, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-05-15T10:51:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.004, 0.007, 0.014, 0.042, 0.149, 0.21, 0.216, 0.197, 0.109, 0.039, 0.01, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
