timestamp,bucket_values
2021-02-01T07:11:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.007, 0.02, 0.042, 0.101, 0.149, 0.165, 0.173, 0.164, 0.112, 0.049, 0.013, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-02-02T07:30:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.004, 0.003, 0.013, 0.069, 0.127, 0.165, 0.193, 0.195, 0.134, 0.064, 0.022, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-02-02T10:36:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.004, 0.003, 0.013, 0.069, 0.127, 0.165, 0.193, 0.195, 0.134, 0.064, 0.022, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-02-03T06:21:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.008, 0.021, 0.081, 0.132, 0.156, 0.144, 0.132, 0.13, 0.105, 0.062, 0.019, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-02-04T07:05:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.004, 0.008, 0.01, 0.018, 0.083, 0.173, 0.217, 0.196, 0.143, 0.093, 0.04, 0.011, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-02-05T07:19:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.007, 0.02, 0.089, 0.134, 0.119, 0.119, 0.131, 0.139, 0.12, 0.076, 0.031, 0.008, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-02-06T10:00:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.052, 0.101, 0.289, 0.321, 0.163, 0.052, 0.015, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-02-07T10:00:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.005, 0.01, 0.021, 0.058, 0.129, 0.183, 0.22, 0.204, 0.114, 0.041, 0.008, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-02-08T07:20:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.006, 0.01, 0.042, 0.121, 0.233, 0.225, 0.177, 0.117, 0.051, 0.011, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-02-09T06:33:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.006, 0.015, 0.042, 0.109, 0.157, 0.162, 0.185, 0.168, 0.102, 0.039, 0.009, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
