timestamp,bucket_values
2021-01-01T12:54:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.007, 0.016, 0.126, 0.234, 0.143, 0.175, 0.175, 0.096, 0.02, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-02T09:30:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.006, 0.008, 0.016, 0.041, 0.126, 0.217, 0.279, 0.206, 0.074, 0.019, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-03T07:22:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.004, 0.006, 0.013, 0.05, 0.137, 0.205, 0.206, 0.179, 0.124, 0.056, 0.013, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-03T10:10:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.004, 0.006, 0.013, 0.05, 0.137, 0.205, 0.206, 0.179, 0.124, 0.056, 0.013, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-04T08:10:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.008, 0.018, 0.069, 0.207, 0.298, 0.244, 0.11, 0.033, 0.007, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-05T07:59:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.007, 0.01, 0.022, 0.092, 0.174, 0.185, 0.151, 0.135, 0.107, 0.073, 0.028, 0.008, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-06T09:25:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.003, 0.003, 0.019, 0.114, 0.181, 0.22, 0.228, 0.15, 0.058, 0.017, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-06T12:15:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.003, 0.003, 0.019, 0.114, 0.181, 0.22, 0.228, 0.15, 0.058, 0.017, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-07T10:58:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.006, 0.011, 0.02, 0.075, 0.177, 0.226, 0.221, 0.156, 0.078, 0.021, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-08T07:30:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.006, 0.019, 0.081, 0.093, 0.115, 0.152, 0.168, 0.155, 0.117, 0.066, 0.021, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-09T08:24:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.001, 0.006, 0.01, 0.032, 0.116, 0.227, 0.256, 0.217, 0.1, 0.028, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-10T07:45:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.009, 0.023, 0.088, 0.177, 0.25, 0.21, 0.143, 0.064, 0.024, 0.007, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-10T11:09:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.009, 0.023, 0.088, 0.177, 0.25, 0.21, 0.143, 0.064, 0.024, 0.007, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-11T08:13:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.004, 0.004, 0.01, 0.043, 0.123, 0.184, 0.187, 0.175, 0.127, 0.086, 0.044, 0.009, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-11T10:26:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.004, 0.004, 0.01, 0.043, 0.123, 0.184, 0.187, 0.175, 0.127, 0.086, 0.044, 0.009, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-12T08:17:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.004, 0.006, 0.007, 0.021, 0.072, 0.155, 0.25, 0.255, 0.164, 0.053, 0.008, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-13T09:37:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.005, 0.005, 0.01, 0.015, 0.037, 0.078, 0.156, 0.229, 0.238, 0.161, 0.054, 0.007, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-13T12:40:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.005, 0.005, 0.01, 0.015, 0.037, 0.078, 0.156, 0.229, 0.238, 0.161, 0.054, 0.007, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-14T07:43:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.005, 0.008, 0.013, 0.036, 0.083, 0.137, 0.174, 0.174, 0.156, 0.119, 0.063, 0.023, 0.007, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-15T07:37:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.005, 0.006, 0.008, 0.025, 0.085, 0.134, 0.176, 0.192, 0.166, 0.125, 0.062, 0.011, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-16T10:05:30,"[0.0, 0.0, 0.0, 0.0, 0.003, 0.004, 0.004, 0.008, 0.032, 0.119, 0.139, 0.152, 0.176, 0.191, 0.123, 0.043, 0.005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-17T09:13:00,"[0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.027, 0.095, 0.157, 0.119, 0.174, 0.193, 0.125, 0.067, 0.027, 0.008, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-18T09:37:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.005, 0.01, 0.011, 0.052, 0.159, 0.228, 0.2, 0.169, 0.102, 0.045, 0.013, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-19T09:27:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.002, 0.005, 0.041, 0.081, 0.074, 0.126, 0.199, 0.178, 0.119, 0.086, 0.052, 0.026, 0.007, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-20T08:56:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.006, 0.017, 0.079, 0.154, 0.185, 0.158, 0.119, 0.092, 0.072, 0.061, 0.038, 0.015, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-21T08:40:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.006, 0.007, 0.011, 0.02, 0.056, 0.14, 0.195, 0.215, 0.184, 0.115, 0.041, 0.007, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-22T06:31:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.014, 0.059, 0.083, 0.179, 0.201, 0.145, 0.104, 0.077, 0.061, 0.043, 0.023, 0.008, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-22T09:56:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.014, 0.059, 0.083, 0.179, 0.201, 0.145, 0.104, 0.077, 0.061, 0.043, 0.023, 0.008, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-23T08:22:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.006, 0.008, 0.013, 0.053, 0.109, 0.163, 0.184, 0.158, 0.131, 0.1, 0.05, 0.016, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-24T07:00:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.003, 0.011, 0.018, 0.048, 0.112, 0.174, 0.179, 0.187, 0.149, 0.085, 0.025, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-24T10:23:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.003, 0.011, 0.018, 0.048, 0.112, 0.174, 0.179, 0.187, 0.149, 0.085, 0.025, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-25T09:57:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.002, 0.009, 0.051, 0.122, 0.202, 0.177, 0.138, 0.109, 0.095, 0.067, 0.021, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-26T07:27:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.005, 0.006, 0.011, 0.041, 0.101, 0.155, 0.182, 0.18, 0.162, 0.107, 0.038, 0.007, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-27T07:47:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.004, 0.038, 0.12, 0.136, 0.132, 0.122, 0.129, 0.134, 0.11, 0.054, 0.013, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-28T08:44:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.027, 0.151, 0.266, 0.394, 0.136, 0.021, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-28T11:15:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.027, 0.151, 0.266, 0.394, 0.136, 0.021, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-29T06:34:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.008, 0.011, 0.058, 0.183, 0.208, 0.178, 0.147, 0.101, 0.071, 0.028, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-29T09:00:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.008, 0.011, 0.058, 0.183, 0.208, 0.178, 0.147, 0.101, 0.071, 0.028, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-30T12:28:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.004, 0.005, 0.01, 0.044, 0.1, 0.166, 0.207, 0.204, 0.154, 0.08, 0.021, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-01-31T10:48:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.006, 0.014, 0.044, 0.14, 0.191, 0.193, 0.174, 0.128, 0.078, 0.026, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
