timestamp,bucket_values
2021-09-01T10:22:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.001, 0.002, 0.005, 0.009, 0.016, 0.032, 0.071, 0.144, 0.217, 0.218, 0.158, 0.085, 0.032, 0.007, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-09-02T08:17:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.004, 0.006, 0.012, 0.033, 0.071, 0.125, 0.181, 0.207, 0.164, 0.108, 0.056, 0.022, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-09-02T13:38:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-09-03T07:34:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.007, 0.014, 0.043, 0.085, 0.118, 0.151, 0.166, 0.156, 0.128, 0.076, 0.039, 0.011, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-09-04T08:21:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.004, 0.012, 0.043, 0.04, 0.035, 0.066, 0.116, 0.172, 0.181, 0.149, 0.104, 0.055, 0.017, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-09-05T11:11:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.009, 0.044, 0.092, 0.129, 0.137, 0.137, 0.141, 0.141, 0.102, 0.044, 0.014, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-09-06T10:46:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.006, 0.007, 0.015, 0.039, 0.09, 0.17, 0.202, 0.164, 0.125, 0.112, 0.055, 0.013, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-09-07T07:06:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.004, 0.007, 0.008, 0.019, 0.043, 0.078, 0.118, 0.186, 0.209, 0.166, 0.107, 0.039, 0.009, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-09-09T07:17:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.004, 0.009, 0.015, 0.029, 0.06, 0.123, 0.164, 0.189, 0.195, 0.135, 0.052, 0.015, 0.004, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-09-10T07:23:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.009, 0.022, 0.058, 0.094, 0.154, 0.226, 0.23, 0.138, 0.049, 0.009, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-09-11T05:01:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.005, 0.007, 0.012, 0.018, 0.04, 0.093, 0.165, 0.222, 0.208, 0.142, 0.066, 0.016, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-09-12T09:51:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.006, 0.008, 0.023, 0.051, 0.119, 0.184, 0.167, 0.142, 0.126, 0.099, 0.058, 0.014, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-09-13T07:12:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.005, 0.011, 0.034, 0.037, 0.068, 0.105, 0.141, 0.182, 0.183, 0.136, 0.065, 0.024, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-09-14T06:37:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.007, 0.018, 0.04, 0.047, 0.059, 0.083, 0.115, 0.17, 0.181, 0.141, 0.084, 0.036, 0.01, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-09-15T07:02:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.005, 0.005, 0.005, 0.011, 0.027, 0.065, 0.129, 0.204, 0.225, 0.177, 0.101, 0.034, 0.007, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-09-16T06:34:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.005, 0.006, 0.018, 0.039, 0.074, 0.111, 0.145, 0.163, 0.149, 0.128, 0.098, 0.046, 0.01, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-09-17T07:22:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.006, 0.009, 0.043, 0.088, 0.154, 0.171, 0.176, 0.161, 0.116, 0.055, 0.014, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
