timestamp,bucket_values
2021-08-01T09:00:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.004, 0.007, 0.014, 0.057, 0.139, 0.169, 0.155, 0.135, 0.124, 0.088, 0.055, 0.034, 0.01, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-08-03T10:37:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.004, 0.005, 0.009, 0.014, 0.041, 0.109, 0.189, 0.238, 0.198, 0.11, 0.054, 0.02, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-08-04T12:38:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-08-06T07:49:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.006, 0.005, 0.008, 0.01, 0.03, 0.072, 0.129, 0.188, 0.229, 0.19, 0.094, 0.028, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-08-07T08:43:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.005, 0.014, 0.039, 0.079, 0.132, 0.168, 0.176, 0.159, 0.113, 0.07, 0.029, 0.009, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-08-08T10:51:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.004, 0.005, 0.009, 0.018, 0.05, 0.115, 0.142, 0.138, 0.176, 0.187, 0.116, 0.031, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-08-09T07:53:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.007, 0.005, 0.01, 0.024, 0.129, 0.271, 0.287, 0.165, 0.071, 0.023, 0.007, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-08-10T07:40:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.003, 0.003, 0.008, 0.014, 0.024, 0.06, 0.108, 0.153, 0.213, 0.207, 0.132, 0.051, 0.015, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-08-13T07:44:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.003, 0.006, 0.019, 0.044, 0.11, 0.184, 0.228, 0.211, 0.132, 0.046, 0.011, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-08-15T10:45:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.011, 0.057, 0.111, 0.141, 0.172, 0.216, 0.182, 0.07, 0.028, 0.007, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-08-16T08:52:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.005, 0.006, 0.015, 0.052, 0.077, 0.112, 0.145, 0.175, 0.163, 0.118, 0.074, 0.035, 0.013, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-08-17T08:45:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.003, 0.005, 0.009, 0.022, 0.053, 0.118, 0.152, 0.176, 0.172, 0.128, 0.088, 0.045, 0.017, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-08-18T08:33:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.002, 0.005, 0.011, 0.013, 0.033, 0.069, 0.112, 0.16, 0.203, 0.183, 0.112, 0.058, 0.024, 0.008, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-08-19T10:53:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.003, 0.003, 0.007, 0.01, 0.036, 0.103, 0.185, 0.224, 0.222, 0.142, 0.05, 0.01, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-08-20T12:19:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-08-21T09:32:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.004, 0.003, 0.007, 0.013, 0.029, 0.045, 0.057, 0.106, 0.2, 0.263, 0.187, 0.063, 0.017, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-08-23T11:56:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.006, 0.011, 0.033, 0.052, 0.048, 0.053, 0.083, 0.147, 0.187, 0.187, 0.123, 0.053, 0.012, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-08-24T06:48:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.003, 0.005, 0.016, 0.054, 0.079, 0.111, 0.142, 0.164, 0.138, 0.107, 0.077, 0.058, 0.032, 0.009, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-08-26T08:05:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.005, 0.007, 0.012, 0.024, 0.064, 0.101, 0.136, 0.142, 0.171, 0.174, 0.113, 0.037, 0.009, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
