timestamp,bucket_values
2021-04-01T06:44:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.008, 0.014, 0.081, 0.203, 0.19, 0.181, 0.16, 0.103, 0.041, 0.013, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-02T06:57:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.006, 0.009, 0.028, 0.11, 0.252, 0.179, 0.148, 0.112, 0.079, 0.046, 0.022, 0.007, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-04T00:59:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-04T09:31:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.008, 0.011, 0.013, 0.063, 0.162, 0.211, 0.197, 0.166, 0.107, 0.045, 0.012, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-05T07:44:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.006, 0.008, 0.013, 0.029, 0.053, 0.115, 0.201, 0.26, 0.209, 0.079, 0.022, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-06T06:41:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.005, 0.005, 0.011, 0.021, 0.055, 0.142, 0.226, 0.255, 0.176, 0.075, 0.021, 0.006, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-07T06:52:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.005, 0.011, 0.02, 0.076, 0.158, 0.185, 0.193, 0.182, 0.112, 0.044, 0.01, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-08T10:00:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.0, 0.002, 0.003, 0.002, 0.014, 0.056, 0.099, 0.118, 0.184, 0.223, 0.174, 0.095, 0.025, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-09T08:13:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.004, 0.005, 0.014, 0.02, 0.043, 0.105, 0.144, 0.185, 0.223, 0.176, 0.064, 0.012, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-10T10:33:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.004, 0.007, 0.02, 0.07, 0.17, 0.242, 0.234, 0.176, 0.062, 0.013, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-04-11T08:07:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.007, 0.008, 0.014, 0.039, 0.123, 0.187, 0.179, 0.153, 0.129, 0.104, 0.046, 0.01, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
