timestamp,bucket_values
2021-03-01T07:10:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.007, 0.013, 0.029, 0.07, 0.144, 0.163, 0.172, 0.184, 0.138, 0.062, 0.013, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-02T07:04:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.003, 0.007, 0.02, 0.078, 0.166, 0.2, 0.17, 0.159, 0.122, 0.055, 0.014, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-03T06:17:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.01, 0.007, 0.009, 0.017, 0.074, 0.197, 0.211, 0.188, 0.129, 0.087, 0.045, 0.019, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-04T07:20:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.004, 0.007, 0.015, 0.077, 0.201, 0.253, 0.213, 0.138, 0.061, 0.02, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-05T07:11:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.003, 0.006, 0.015, 0.081, 0.192, 0.183, 0.184, 0.172, 0.111, 0.039, 0.008, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-06T06:31:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.004, 0.007, 0.013, 0.041, 0.141, 0.223, 0.221, 0.167, 0.112, 0.053, 0.014, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-06T08:02:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.008, 0.013, 0.039, 0.137, 0.218, 0.219, 0.168, 0.118, 0.057, 0.015, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-07T07:39:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.007, 0.01, 0.019, 0.078, 0.171, 0.236, 0.208, 0.144, 0.081, 0.032, 0.009, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-08T07:11:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.006, 0.006, 0.015, 0.056, 0.156, 0.279, 0.237, 0.146, 0.072, 0.02, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-09T07:22:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.005, 0.011, 0.054, 0.13, 0.136, 0.142, 0.168, 0.156, 0.108, 0.056, 0.023, 0.007, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-10T05:55:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.005, 0.009, 0.027, 0.089, 0.178, 0.231, 0.18, 0.137, 0.091, 0.039, 0.008, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-11T06:06:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.008, 0.018, 0.05, 0.11, 0.105, 0.128, 0.159, 0.173, 0.15, 0.072, 0.021, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-12T06:18:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.007, 0.032, 0.11, 0.151, 0.203, 0.194, 0.15, 0.087, 0.042, 0.015, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-13T07:47:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.012, 0.1, 0.148, 0.118, 0.215, 0.209, 0.11, 0.056, 0.02, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-14T09:25:30,"[0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.002, 0.012, 0.072, 0.126, 0.157, 0.177, 0.181, 0.159, 0.08, 0.024, 0.005, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-15T07:29:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.007, 0.012, 0.045, 0.132, 0.203, 0.235, 0.217, 0.109, 0.027, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-16T06:50:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.009, 0.056, 0.072, 0.14, 0.197, 0.158, 0.135, 0.116, 0.077, 0.029, 0.008, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-17T08:33:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.005, 0.008, 0.011, 0.066, 0.152, 0.18, 0.19, 0.174, 0.126, 0.064, 0.017, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-18T08:51:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.004, 0.005, 0.031, 0.103, 0.173, 0.177, 0.201, 0.161, 0.094, 0.036, 0.01, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-19T09:03:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.005, 0.007, 0.01, 0.033, 0.103, 0.194, 0.22, 0.206, 0.134, 0.066, 0.015, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-20T11:17:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.008, 0.011, 0.01, 0.041, 0.149, 0.24, 0.251, 0.184, 0.078, 0.021, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-21T11:47:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.004, 0.005, 0.041, 0.148, 0.145, 0.158, 0.176, 0.149, 0.112, 0.048, 0.012, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-22T07:52:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.008, 0.01, 0.024, 0.098, 0.177, 0.187, 0.174, 0.183, 0.108, 0.024, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-22T10:01:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.008, 0.01, 0.024, 0.098, 0.177, 0.187, 0.174, 0.183, 0.108, 0.024, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-23T06:57:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.006, 0.01, 0.028, 0.065, 0.119, 0.169, 0.223, 0.192, 0.123, 0.047, 0.011, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-24T06:35:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.005, 0.004, 0.011, 0.029, 0.09, 0.148, 0.199, 0.215, 0.171, 0.097, 0.025, 0.005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-24T11:05:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2021-03-25T07:06:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.006, 0.011, 0.03, 0.087, 0.143, 0.2, 0.205, 0.16, 0.095, 0.043, 0.013, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
