date_time,heart_zone_id,total_minutes
2021-12-01T12:53,FAT_BURN,1
2021-12-01T12:56,FAT_BURN,1
2021-12-06T07:46,FAT_BURN,1
2021-12-06T09:39,FAT_BURN,1
2021-12-06T09:40,FAT_BURN,1
2021-12-06T09:41,FAT_BURN,1
2021-12-06T09:42,FAT_BURN,1
2021-12-06T09:43,FAT_BURN,1
2021-12-07T09:44,CARDIO,2
2021-12-07T09:45,CARDIO,2
2021-12-07T09:46,FAT_BURN,1
2021-12-07T12:47,FAT_BURN,1
2021-12-07T12:49,FAT_BURN,1
2021-12-07T16:24,FAT_BURN,1
2021-12-08T08:15,FAT_BURN,1
2021-12-08T08:16,FAT_BURN,1
2021-12-08T14:05,FAT_BURN,1
2021-12-08T14:06,FAT_BURN,1
2021-12-08T14:07,FAT_BURN,1
2021-12-08T15:17,FAT_BURN,1
2021-12-08T15:18,FAT_BURN,1
2021-12-08T21:13,FAT_BURN,1
2021-12-09T15:01,FAT_BURN,1
2021-12-10T11:04,FAT_BURN,1
2021-12-10T11:05,FAT_BURN,1
2021-12-10T11:06,FAT_BURN,1
2021-12-10T11:10,FAT_BURN,1
2021-12-10T11:11,FAT_BURN,1
2021-12-10T11:12,FAT_BURN,1
2021-12-12T11:24,FAT_BURN,1
2021-12-12T11:28,FAT_BURN,1
2021-12-12T15:08,FAT_BURN,1
2021-12-12T15:09,FAT_BURN,1
2021-12-12T15:10,FAT_BURN,1
2021-12-12T15:11,FAT_BURN,1
2021-12-12T15:12,FAT_BURN,1
2021-12-13T10:06,FAT_BURN,1
2021-12-13T10:07,FAT_BURN,1
2021-12-13T10:09,FAT_BURN,1
2021-12-13T11:01,FAT_BURN,1
2021-12-13T11:02,FAT_BURN,1
2021-12-13T11:03,FAT_BURN,1
2021-12-13T11:04,FAT_BURN,1
2021-12-13T13:12,FAT_BURN,1
2021-12-13T13:13,FAT_BURN,1
2021-12-13T13:15,FAT_BURN,1
2021-12-13T16:02,FAT_BURN,1
2021-12-13T16:03,FAT_BURN,1
2021-12-13T16:04,FAT_BURN,1
2021-12-14T07:52,FAT_BURN,1
2021-12-14T07:53,FAT_BURN,1
2021-12-14T07:54,FAT_BURN,1
2021-12-14T08:22,FAT_BURN,1
2021-12-15T08:18,FAT_BURN,1
2021-12-15T16:11,FAT_BURN,1
2021-12-15T16:13,FAT_BURN,1
2021-12-17T08:14,FAT_BURN,1
2021-12-17T15:41,FAT_BURN,1
2021-12-17T15:42,FAT_BURN,1
2021-12-17T15:43,FAT_BURN,1
2021-12-17T15:44,FAT_BURN,1
2021-12-17T15:45,FAT_BURN,1
2021-12-17T15:47,FAT_BURN,1
2021-12-17T15:50,FAT_BURN,1
2021-12-17T15:51,FAT_BURN,1
2021-12-17T15:52,FAT_BURN,1
2021-12-17T17:07,FAT_BURN,1
2021-12-17T17:08,FAT_BURN,1
2021-12-17T17:09,FAT_BURN,1
2021-12-17T17:14,FAT_BURN,1
2021-12-17T17:15,FAT_BURN,1
2021-12-19T17:22,FAT_BURN,1
2021-12-20T11:17,FAT_BURN,1
2021-12-20T16:37,FAT_BURN,1
2021-12-20T16:38,FAT_BURN,1
2021-12-20T16:39,FAT_BURN,1
2021-12-20T16:40,FAT_BURN,1
2021-12-20T16:41,FAT_BURN,1
2021-12-20T21:01,FAT_BURN,1
2021-12-21T09:00,CARDIO,2
2021-12-21T09:01,PEAK,2
2021-12-21T09:02,PEAK,2
2021-12-22T10:17,FAT_BURN,1
2021-12-22T10:18,CARDIO,2
2021-12-22T10:19,FAT_BURN,1
2021-12-22T10:20,FAT_BURN,1
2021-12-22T10:23,FAT_BURN,1
2021-12-22T10:24,CARDIO,2
2021-12-22T10:25,CARDIO,2
2021-12-22T10:26,CARDIO,2
2021-12-22T10:27,FAT_BURN,1
2021-12-22T10:28,FAT_BURN,1
2021-12-22T10:29,FAT_BURN,1
2021-12-22T10:30,FAT_BURN,1
2021-12-22T10:31,FAT_BURN,1
2021-12-22T10:32,FAT_BURN,1
2021-12-22T10:33,FAT_BURN,1
2021-12-22T10:34,CARDIO,2
2021-12-22T10:35,FAT_BURN,1
2021-12-22T10:36,FAT_BURN,1
2021-12-22T10:37,FAT_BURN,1
2021-12-22T10:38,FAT_BURN,1
2021-12-22T10:40,FAT_BURN,1
2021-12-22T10:41,FAT_BURN,1
2021-12-22T10:43,FAT_BURN,1
2021-12-22T10:44,FAT_BURN,1
2021-12-22T10:45,FAT_BURN,1
2021-12-22T10:46,FAT_BURN,1
2021-12-22T10:47,FAT_BURN,1
2021-12-22T10:48,FAT_BURN,1
2021-12-22T10:49,FAT_BURN,1
2021-12-22T10:50,CARDIO,2
2021-12-22T10:51,CARDIO,2
2021-12-22T10:52,CARDIO,2
2021-12-22T10:53,FAT_BURN,1
2021-12-22T10:55,FAT_BURN,1
2021-12-22T11:02,FAT_BURN,1
2021-12-22T11:06,FAT_BURN,1
2021-12-22T11:43,FAT_BURN,1
2021-12-22T11:44,FAT_BURN,1
2021-12-22T11:45,FAT_BURN,1
2021-12-22T11:46,FAT_BURN,1
2021-12-22T11:47,FAT_BURN,1
2021-12-22T11:48,FAT_BURN,1
2021-12-22T11:49,FAT_BURN,1
2021-12-22T11:50,FAT_BURN,1
2021-12-22T11:51,CARDIO,2
2021-12-22T11:52,CARDIO,2
2021-12-22T11:53,FAT_BURN,1
2021-12-22T11:54,FAT_BURN,1
2021-12-22T11:55,FAT_BURN,1
2021-12-22T11:58,FAT_BURN,1
2021-12-22T11:59,FAT_BURN,1
2021-12-22T12:00,FAT_BURN,1
2021-12-22T12:02,FAT_BURN,1
2021-12-22T12:03,FAT_BURN,1
2021-12-22T12:04,FAT_BURN,1
2021-12-22T12:05,FAT_BURN,1
2021-12-22T12:09,FAT_BURN,1
2021-12-22T12:10,FAT_BURN,1
2021-12-22T12:11,CARDIO,2
2021-12-22T12:12,CARDIO,2
2021-12-22T12:13,CARDIO,2
2021-12-22T12:14,CARDIO,2
2021-12-22T12:15,CARDIO,2
2021-12-22T12:16,FAT_BURN,1
2021-12-22T12:17,FAT_BURN,1
2021-12-22T13:23,FAT_BURN,1
2021-12-22T13:24,FAT_BURN,1
2021-12-22T13:25,FAT_BURN,1
2021-12-22T13:26,FAT_BURN,1
2021-12-22T13:27,FAT_BURN,1
2021-12-22T13:29,FAT_BURN,1
2021-12-22T13:34,FAT_BURN,1
2021-12-22T13:35,FAT_BURN,1
2021-12-22T13:36,FAT_BURN,1
2021-12-22T14:03,FAT_BURN,1
2021-12-22T14:04,FAT_BURN,1
2021-12-22T14:05,FAT_BURN,1
2021-12-22T14:06,FAT_BURN,1
2021-12-22T14:38,FAT_BURN,1
2021-12-22T14:40,FAT_BURN,1
2021-12-22T14:41,FAT_BURN,1
2021-12-22T16:53,FAT_BURN,1
2021-12-22T16:55,FAT_BURN,1
2021-12-22T16:56,FAT_BURN,1
2021-12-22T17:46,FAT_BURN,1
2021-12-22T18:47,FAT_BURN,1
2021-12-22T18:49,FAT_BURN,1
2021-12-22T18:50,FAT_BURN,1
2021-12-22T18:51,FAT_BURN,1
2021-12-22T18:54,FAT_BURN,1
2021-12-22T18:55,FAT_BURN,1
2021-12-22T18:57,FAT_BURN,1
2021-12-22T18:58,FAT_BURN,1
2021-12-22T19:48,FAT_BURN,1
2021-12-22T19:49,FAT_BURN,1
2021-12-22T19:50,FAT_BURN,1
2021-12-22T19:55,FAT_BURN,1
2021-12-22T20:01,FAT_BURN,1
2021-12-22T20:04,FAT_BURN,1
2021-12-22T21:19,FAT_BURN,1
2021-12-22T21:20,FAT_BURN,1
2021-12-22T21:50,FAT_BURN,1
2021-12-22T21:51,FAT_BURN,1
2021-12-22T21:54,FAT_BURN,1
2021-12-22T21:55,FAT_BURN,1
2021-12-22T21:56,FAT_BURN,1
