date_time,heart_zone_id,total_minutes
2022-05-01T13:55,FAT_BURN,1
2022-05-01T14:30,FAT_BURN,1
2022-05-01T14:31,FAT_BURN,1
2022-05-01T14:32,FAT_BURN,1
2022-05-01T14:33,FAT_BURN,1
2022-05-01T14:34,FAT_BURN,1
2022-05-01T14:35,CARDIO,2
2022-05-01T14:36,CARDIO,2
2022-05-01T14:37,FAT_BURN,1
2022-05-01T14:38,FAT_BURN,1
2022-05-01T14:39,CARDIO,2
2022-05-01T14:40,CARDIO,2
2022-05-01T14:41,CARDIO,2
2022-05-01T14:42,CARDIO,2
2022-05-01T14:43,CARDIO,2
2022-05-01T14:44,CARDIO,2
2022-05-01T14:45,CARDIO,2
2022-05-01T14:46,CARDIO,2
2022-05-01T14:47,CARDIO,2
2022-05-01T14:48,CARDIO,2
2022-05-01T14:49,CARDIO,2
2022-05-01T14:50,CARDIO,2
2022-05-01T14:51,CARDIO,2
2022-05-01T14:52,CARDIO,2
2022-05-01T14:53,CARDIO,2
2022-05-01T14:54,FAT_BURN,1
2022-05-01T14:55,FAT_BURN,1
2022-05-01T14:56,FAT_BURN,1
2022-05-01T14:57,FAT_BURN,1
2022-05-01T14:58,FAT_BURN,1
2022-05-01T14:59,FAT_BURN,1
2022-05-01T15:01,FAT_BURN,1
2022-05-01T15:02,FAT_BURN,1
2022-05-01T15:03,FAT_BURN,1
2022-05-01T15:04,FAT_BURN,1
2022-05-01T15:05,FAT_BURN,1
2022-05-01T15:06,FAT_BURN,1
2022-05-01T15:07,FAT_BURN,1
2022-05-01T15:08,CARDIO,2
2022-05-01T15:09,CARDIO,2
2022-05-01T15:10,FAT_BURN,1
2022-05-01T15:11,FAT_BURN,1
2022-05-01T15:12,FAT_BURN,1
2022-05-01T15:13,FAT_BURN,1
2022-05-01T15:14,FAT_BURN,1
2022-05-01T15:15,FAT_BURN,1
2022-05-01T15:20,FAT_BURN,1
2022-05-01T15:21,FAT_BURN,1
2022-05-01T15:22,FAT_BURN,1
2022-05-01T15:23,FAT_BURN,1
2022-05-01T15:24,FAT_BURN,1
2022-05-01T15:25,FAT_BURN,1
2022-05-01T15:26,FAT_BURN,1
2022-05-01T15:27,FAT_BURN,1
2022-05-01T15:28,FAT_BURN,1
2022-05-01T15:29,FAT_BURN,1
2022-05-01T15:30,FAT_BURN,1
2022-05-01T15:35,FAT_BURN,1
2022-05-01T15:36,FAT_BURN,1
2022-05-01T15:37,FAT_BURN,1
