timestamp,Infrared to Red Signal Ratio
06/16/22 07:31:00,0
06/16/22 07:32:00,-1
06/16/22 07:33:00,0
06/16/22 07:34:00,-2
06/16/22 07:35:00,-19
06/16/22 07:36:00,-1
06/16/22 07:37:00,0
06/16/22 07:38:00,0
06/16/22 07:39:00,0
06/16/22 07:40:00,3
06/16/22 07:41:00,0
06/16/22 07:42:00,0
06/16/22 07:43:00,5
06/16/22 07:44:00,0
06/16/22 07:45:00,0
06/16/22 07:46:00,0
06/16/22 07:47:00,0
06/16/22 07:48:00,1
06/16/22 07:49:00,-2
06/16/22 07:50:00,-42
06/16/22 07:51:00,0
06/16/22 07:52:00,0
06/16/22 07:53:00,0
06/16/22 07:54:00,0
06/16/22 07:55:00,23
06/16/22 07:56:00,-34
06/16/22 07:57:00,-7
06/16/22 07:58:00,0
06/16/22 07:59:00,0
06/16/22 08:00:00,-22
06/16/22 08:01:00,0
06/16/22 13:37:30,8
06/16/22 13:38:30,0
06/16/22 13:39:30,4
06/16/22 13:40:30,4
06/16/22 13:41:30,20
06/16/22 13:42:30,-10
06/16/22 13:43:30,13
06/16/22 13:44:30,2
06/16/22 13:45:30,1
06/16/22 13:46:30,-7
06/16/22 13:47:30,0
06/16/22 13:48:30,15
06/16/22 13:49:30,-1
06/16/22 13:50:30,5
06/16/22 13:51:30,0
06/16/22 13:52:30,0
06/16/22 13:53:30,-22
06/16/22 13:54:30,-1
06/16/22 13:55:30,-34
06/16/22 13:56:30,24
06/16/22 13:57:30,-2
06/16/22 13:58:30,-21
06/16/22 13:59:30,0
06/16/22 14:00:30,0
06/16/22 14:01:30,8
06/16/22 14:02:30,-26
06/16/22 14:03:30,3
06/16/22 14:04:30,6
06/16/22 14:05:30,8
06/16/22 14:06:30,0
06/16/22 14:07:30,0
06/16/22 14:08:30,5
06/16/22 14:09:30,-29
06/16/22 14:10:30,1
06/16/22 14:11:30,4
06/16/22 14:12:30,-8
06/16/22 14:13:30,0
06/16/22 14:14:30,14
06/16/22 14:15:30,0
06/16/22 14:16:30,2
06/16/22 14:17:30,-8
06/16/22 14:18:31,-1
06/16/22 14:19:31,21
06/16/22 14:20:31,0
06/16/22 14:21:31,0
06/16/22 14:22:31,0
06/16/22 14:23:31,1
06/16/22 14:24:31,6
06/16/22 14:25:31,2
06/16/22 14:26:31,-2
06/16/22 14:27:31,0
06/16/22 14:28:31,6
06/16/22 14:29:31,-24
06/16/22 14:30:31,2
06/16/22 14:31:31,0
06/16/22 14:32:31,0
06/16/22 14:33:31,0
06/16/22 14:34:31,17
06/16/22 14:35:31,22
06/16/22 14:36:31,1
06/16/22 14:37:31,-12
06/16/22 14:38:31,20
06/16/22 14:39:31,0
06/16/22 14:40:31,0
06/16/22 14:41:31,4
06/16/22 14:42:31,13
06/16/22 14:43:31,4
06/16/22 14:44:31,-1
06/16/22 14:45:31,-43
06/16/22 14:46:31,4
06/16/22 14:47:31,0
06/16/22 14:48:31,-9
06/16/22 14:49:31,0
06/16/22 14:50:31,8
06/16/22 14:51:31,0
06/16/22 14:52:31,0
06/16/22 14:53:31,0
06/16/22 14:54:31,-1
06/16/22 14:55:31,0
06/16/22 14:56:31,-13
06/16/22 14:57:31,0
06/16/22 14:58:31,25
06/16/22 14:59:31,28
06/16/22 15:00:31,8
06/16/22 15:01:31,9
06/16/22 15:02:31,0
06/16/22 15:03:31,57
06/16/22 15:04:31,0
06/16/22 15:05:31,23
06/16/22 15:06:31,-33
06/16/22 15:07:31,30
06/16/22 15:08:31,0
06/16/22 15:09:31,0
