timestamp,Infrared to Red Signal Ratio
09/09/19 07:15:31,3
09/09/19 11:15:31,14
09/09/19 11:16:31,-4
09/09/19 11:17:31,-1
09/09/19 11:18:31,-3
09/09/19 11:19:31,1
09/09/19 11:20:31,4
09/09/19 11:21:31,-1
09/09/19 11:22:32,0
09/09/19 11:23:32,-3
09/09/19 11:24:32,-4
09/09/19 11:25:32,-5
09/09/19 11:26:32,48
09/09/19 11:27:32,-3
09/09/19 11:28:32,-4
09/09/19 11:29:32,-5
09/09/19 11:30:32,-2
09/09/19 11:31:32,12
09/09/19 11:32:32,-3
09/09/19 11:33:32,-1
09/09/19 11:34:32,11
09/09/19 11:35:32,11
09/09/19 11:36:32,-8
09/09/19 11:37:32,-4
09/09/19 11:38:32,0
09/09/19 11:39:33,-5
09/09/19 11:40:33,-2
09/09/19 11:41:33,0
09/09/19 11:42:33,-1
09/09/19 11:43:33,-14
09/09/19 11:44:33,-2
09/09/19 11:45:33,0
09/09/19 11:46:33,-1
09/09/19 11:47:33,0
09/09/19 11:48:33,0
09/09/19 11:49:33,-1
09/09/19 11:50:33,12
09/09/19 11:51:33,5
09/09/19 11:52:33,8
09/09/19 11:53:33,2
09/09/19 11:54:33,-2
09/09/19 11:55:33,-5
09/09/19 11:56:34,-9
09/09/19 11:57:34,3
09/09/19 11:58:34,0
09/09/19 11:59:34,13
09/09/19 12:00:35,5
09/09/19 12:01:35,3
09/09/19 12:02:35,10
09/09/19 12:03:35,39
09/09/19 12:04:35,8
09/09/19 12:05:35,-6
09/09/19 12:06:35,1
09/09/19 12:07:35,29
09/09/19 12:08:35,0
09/09/19 12:09:35,-4
09/09/19 12:10:35,-1
09/09/19 12:11:35,0
09/09/19 12:12:35,0
09/09/19 12:13:35,1
09/09/19 12:14:36,3
09/09/19 12:15:36,0
09/09/19 12:16:36,9
09/09/19 12:17:36,-1
09/09/19 12:18:36,-1
09/09/19 12:19:36,2
09/09/19 12:20:36,5
09/09/19 12:21:36,8
09/09/19 12:22:36,12
09/09/19 12:23:36,0
09/09/19 12:24:36,-6
09/09/19 12:25:36,0
09/09/19 12:26:36,0
09/09/19 12:27:36,0
09/09/19 12:28:36,3
09/09/19 12:29:36,-1
09/09/19 12:30:36,0
09/09/19 12:31:37,4
09/09/19 12:32:37,0
09/09/19 12:33:37,2
09/09/19 12:34:37,0
09/09/19 12:35:37,0
09/09/19 12:36:37,0
09/09/19 12:37:37,-5
09/09/19 12:38:37,7
09/09/19 12:39:37,0
09/09/19 12:40:37,0
09/09/19 12:41:37,0
09/09/19 12:42:37,0
09/09/19 12:43:37,0
09/09/19 12:44:37,6
09/09/19 12:45:37,0
09/09/19 12:46:37,2
09/09/19 12:47:37,-1
09/09/19 12:48:38,0
09/09/19 12:49:38,-1
09/09/19 12:50:38,0
09/09/19 12:51:38,-1
09/09/19 12:52:38,3
09/09/19 12:53:38,3
09/09/19 12:54:38,0
09/09/19 12:55:38,0
09/09/19 12:56:38,1
09/09/19 12:57:38,2
09/09/19 12:58:38,-5
09/09/19 12:59:38,3
09/09/19 13:00:38,-1
09/09/19 13:01:38,4
09/09/19 13:02:38,0
09/09/19 13:03:38,-12
09/09/19 13:04:38,-15
09/09/19 13:05:39,5
09/09/19 13:06:39,0
09/09/19 13:07:39,-1
09/09/19 13:08:39,-1
09/09/19 13:09:39,0
09/09/19 13:10:39,0
09/09/19 13:11:39,-2
09/09/19 13:12:39,1
09/09/19 13:13:39,-1
09/09/19 13:14:39,-42
09/09/19 13:15:39,-3
09/09/19 13:16:39,1
09/09/19 13:17:39,0
09/09/19 13:18:39,0
09/09/19 13:19:39,6
09/09/19 13:20:39,28
09/09/19 13:21:39,63
09/09/19 13:22:40,5
09/09/19 13:23:40,7
09/09/19 13:24:40,2
09/09/19 13:25:40,-1
09/09/19 13:26:40,-59
09/09/19 13:27:40,-1
09/09/19 13:28:41,-47
09/09/19 13:29:41,-1
09/09/19 13:30:41,6
09/09/19 13:31:41,1
09/09/19 13:32:41,0
09/09/19 13:33:41,12
09/09/19 13:34:41,-2
