timestamp,Infrared to Red Signal Ratio
06/02/21 02:28:00,27
06/02/21 02:29:00,-3
06/02/21 02:30:00,4
06/02/21 02:31:01,-4
06/02/21 02:32:01,23
06/02/21 02:33:01,21
06/02/21 02:34:01,0
06/02/21 02:35:01,1
06/02/21 02:36:01,0
06/02/21 02:37:01,0
06/02/21 02:38:01,-10
06/02/21 02:39:01,-1
06/02/21 02:40:01,-17
06/02/21 02:41:01,-4
06/02/21 02:42:01,39
06/02/21 02:43:01,4
06/02/21 02:44:01,0
06/02/21 02:45:01,2
06/02/21 02:46:01,-2
06/02/21 02:47:01,0
06/02/21 02:48:01,6
06/02/21 02:49:01,48
06/02/21 02:50:01,8
06/02/21 02:51:01,0
06/02/21 02:52:01,0
06/02/21 02:53:01,4
06/02/21 02:54:01,34
06/02/21 02:55:01,5
06/02/21 02:56:01,0
06/02/21 02:57:01,0
06/02/21 02:58:01,0
06/02/21 02:59:01,0
06/02/21 03:00:01,2
06/02/21 03:01:01,0
06/02/21 03:02:01,-6
06/02/21 03:03:01,13
06/02/21 03:04:01,-6
06/02/21 03:05:01,48
06/02/21 03:06:01,26
06/02/21 03:07:01,4
06/02/21 03:08:01,-23
06/02/21 03:09:01,3
06/02/21 03:10:01,0
06/02/21 03:11:01,35
06/02/21 03:12:01,8
06/02/21 03:13:01,24
06/02/21 03:14:01,4
06/02/21 03:15:01,2
06/02/21 03:16:01,-63
06/02/21 03:17:01,0
06/02/21 03:18:01,0
06/02/21 03:19:01,44
06/02/21 03:20:01,12
06/02/21 03:21:01,6
06/02/21 03:22:01,-6
06/02/21 03:23:01,-8
06/02/21 03:24:01,-4
06/02/21 03:25:01,8
06/02/21 03:26:01,-8
06/02/21 03:27:01,37
06/02/21 03:28:01,0
06/02/21 03:29:01,0
06/02/21 03:30:01,-15
06/02/21 03:31:01,30
06/02/21 03:32:01,9
06/02/21 03:33:01,5
06/02/21 03:34:01,3
06/02/21 03:35:01,29
06/02/21 03:36:01,4
06/02/21 03:37:01,5
06/02/21 03:38:01,-20
06/02/21 03:39:01,-48
06/02/21 03:40:01,30
06/02/21 03:41:01,7
06/02/21 03:42:01,6
06/02/21 03:43:01,-1
06/02/21 03:44:01,26
06/02/21 03:45:01,3
06/02/21 03:46:01,-34
06/02/21 03:47:01,-2
06/02/21 03:48:01,0
06/02/21 03:49:01,6
06/02/21 03:50:02,-11
06/02/21 03:51:02,17
06/02/21 03:52:02,42
06/02/21 03:53:02,-19
06/02/21 03:54:02,6
06/02/21 03:55:02,0
06/02/21 03:56:02,5
06/02/21 03:57:02,-13
06/02/21 03:58:02,-14
06/02/21 03:59:02,0
06/02/21 04:00:02,-13
06/02/21 04:01:02,-36
06/02/21 04:02:02,0
06/02/21 04:03:02,-1
06/02/21 04:04:02,10
06/02/21 04:05:02,20
06/02/21 04:06:02,-5
06/02/21 04:07:02,0
06/02/21 04:08:02,1
06/02/21 04:09:02,2
06/02/21 04:10:02,4
06/02/21 04:11:02,0
06/02/21 04:12:02,-8
06/02/21 04:13:02,4
06/02/21 04:14:02,0
06/02/21 04:15:02,21
06/02/21 04:16:02,0
06/02/21 04:17:02,-3
06/02/21 04:18:02,21
06/02/21 04:19:02,0
06/02/21 04:20:02,0
06/02/21 04:21:02,-11
06/02/21 04:22:02,7
06/02/21 04:23:02,11
06/02/21 04:24:02,-26
06/02/21 04:25:02,-4
06/02/21 04:26:02,0
06/02/21 04:27:02,-3
06/02/21 04:28:02,39
06/02/21 04:29:02,7
06/02/21 04:30:02,-1
06/02/21 04:31:02,0
06/02/21 04:32:02,13
06/02/21 04:33:02,1
06/02/21 04:34:02,-1
06/02/21 04:35:02,0
06/02/21 04:36:02,21
06/02/21 04:37:02,-5
06/02/21 04:38:02,30
06/02/21 04:39:02,0
06/02/21 04:40:02,0
06/02/21 04:41:02,2
06/02/21 04:42:02,22
06/02/21 04:43:02,4
06/02/21 04:44:02,4
06/02/21 04:45:02,38
06/02/21 04:46:02,-3
06/02/21 04:47:02,36
06/02/21 04:48:02,8
06/02/21 04:49:02,-5
06/02/21 04:50:02,18
06/02/21 04:51:02,16
06/02/21 04:52:02,-9
06/02/21 04:53:02,39
06/02/21 04:54:02,0
06/02/21 04:55:02,0
06/02/21 04:56:02,0
06/02/21 04:57:02,0
06/02/21 04:58:02,0
06/02/21 04:59:02,0
06/02/21 05:00:02,0
06/02/21 05:01:02,0
06/02/21 05:02:02,0
06/02/21 05:03:02,0
06/02/21 05:04:02,0
06/02/21 05:05:02,0
06/02/21 05:06:02,0
06/02/21 05:07:02,0
06/02/21 05:08:02,0
06/02/21 05:09:02,0
06/02/21 05:10:02,0
06/02/21 05:11:02,0
06/02/21 05:12:02,0
06/02/21 05:13:02,0
06/02/21 05:14:03,0
06/02/21 05:15:03,42
06/02/21 05:16:03,0
06/02/21 05:17:03,0
06/02/21 05:18:03,0
06/02/21 05:19:03,8
06/02/21 05:20:03,-1
06/02/21 05:21:03,3
06/02/21 05:22:03,39
