timestamp,Infrared to Red Signal Ratio
06/11/19 05:49:31,22
06/11/19 05:50:31,-5
06/11/19 05:51:31,1
06/11/19 05:52:31,-1
06/11/19 05:53:31,0
06/11/19 05:54:31,3
06/11/19 05:55:31,-4
06/11/19 05:56:31,-2
06/11/19 05:57:31,1
06/11/19 05:58:31,-2
06/11/19 05:59:31,0
06/11/19 06:00:32,-1
06/11/19 06:01:32,1
06/11/19 06:02:33,-2
06/11/19 06:03:33,-2
06/11/19 06:04:34,0
06/11/19 06:05:34,1
06/11/19 06:06:34,0
06/11/19 06:07:34,-1
06/11/19 06:08:34,-1
06/11/19 06:09:34,0
06/11/19 06:10:34,-1
06/11/19 06:11:34,8
06/11/19 06:12:34,-1
06/11/19 06:13:34,-1
06/11/19 06:14:34,0
06/11/19 06:15:34,-1
06/11/19 06:16:34,-1
06/11/19 06:17:34,-2
06/11/19 06:18:34,0
06/11/19 06:19:34,-3
06/11/19 06:20:34,2
06/11/19 06:21:35,-1
06/11/19 06:22:35,-22
06/11/19 06:23:35,2
06/11/19 06:24:35,-4
06/11/19 06:25:35,0
06/11/19 06:26:35,-8
06/11/19 06:27:35,-16
06/11/19 06:28:35,-1
06/11/19 06:29:35,0
06/11/19 06:30:35,-3
06/11/19 06:31:35,-8
06/11/19 06:32:35,-4
06/11/19 06:33:35,-22
06/11/19 06:34:36,6
06/11/19 06:35:36,-3
06/11/19 06:36:36,-1
06/11/19 06:37:36,-4
06/11/19 06:38:37,-1
06/11/19 06:39:37,-2
06/11/19 06:40:37,-9
06/11/19 06:41:37,0
06/11/19 06:42:37,5
06/11/19 06:43:37,0
06/11/19 06:44:37,0
06/11/19 06:45:37,-2
06/11/19 06:46:37,-1
06/11/19 06:47:38,-3
06/11/19 06:48:38,0
06/11/19 06:49:38,-13
06/11/19 06:50:38,-1
06/11/19 06:51:38,0
06/11/19 06:52:38,-1
06/11/19 06:53:38,-5
06/11/19 06:54:38,-6
06/11/19 06:55:39,-3
06/11/19 06:56:39,1
06/11/19 06:57:39,0
06/11/19 06:58:39,-2
06/11/19 06:59:39,0
06/11/19 07:00:40,-1
06/11/19 07:01:40,-15
06/11/19 07:02:40,-48
06/11/19 07:03:40,-13
06/11/19 07:04:40,-1
06/11/19 07:05:40,-4
06/11/19 07:06:40,-7
06/11/19 07:07:40,-1
06/11/19 07:08:40,-5
06/11/19 07:09:40,-5
06/11/19 07:10:40,0
06/11/19 07:11:40,0
06/11/19 07:12:41,5
06/11/19 07:13:41,-12
06/11/19 07:14:41,2
06/11/19 07:15:41,-4
06/11/19 07:16:41,1
