"title","description","url","license","image_views","creation_time.formatted","modification_time.formatted","geo_data.latitude","geo_data.longitude","geo_data_exif.latitude","geo_data_exif.longitude","tags","people.name","people.email","comments.comment","comments.user_id","comments.email","media_key","hex_photo_id","upload_ip","status","liking_user_ids","album_id","exif.camera_make","exif.camera_model","exif.cell_width","exif.cell_length"
"2014-08-19.gif","","https://lh3.googleusercontent.com/-Ej1Z3f7wMts/U_QytXgrxWI/AAAAAAAAG1Q/ccJPzOBFM1UAVRV2acrEdY0igsVOKxWpACLABGAYYCw/s0-d/2014-08-19.gif","","0","Aug 20, 2014, 5:31:32 AM UTC","Feb 6, 2019, 4:23:58 PM UTC","0.0","0.0","0.0","0.0","","","","","","","","","","","","","","","0","0"
